Key	Korean	English
Simulation.BatchBaselineAcceptedStatus	현재 결과를 승인 기준선으로 설정했습니다.	The current result is now the accepted baseline.
Simulation.BatchMismatchNavigationStatus	{0} 장비의 Tick {1} 불일치를 선택했습니다.	Selected the mismatch on {0} at tick {1}.
Runtime.Category.Batch	반복 검증	Batch
Simulation.BatchArtifactNone	저장된 결과 없음	No retained result
Simulation.BatchArtifactMemoryOnly	프로젝트를 저장하면 결과가 함께 보존됩니다.	Save the project to retain this result.
Simulation.BatchArtifactSaved	결과가 프로젝트와 함께 저장되었습니다.	Result saved with the project.
Simulation.BatchArtifactRestored	저장된 결과와 기준선을 복원했습니다.	Saved result and baseline restored.
Simulation.BatchArtifactStale	저장된 증거가 현재 프로젝트 또는 시나리오와 일치하지 않습니다.	Saved evidence does not match the current project or scenario.
Simulation.BatchArtifactSaveFailed	결과를 저장하지 못해 메모리에만 유지합니다.	Result could not be saved and remains in memory.
Simulation.BatchBaselineClearedStatus	승인 기준선을 해제했습니다.	Accepted baseline cleared.
Equipment.MachineFrame	머신 프레임	Machine frame
Equipment.LinearStageMotor	리니어 스테이지 / 모터	Linear stage / motor
Equipment.RotaryStageMotor	회전 스테이지 / 모터	Rotary stage / motor
Equipment.DigitalSensor	디지털 센서	Digital sensor
Equipment.PneumaticCylinder	공압 실린더	Pneumatic cylinder
Equipment.ConveyorMotor	컨베이어 / 모터	Conveyor / motor
Equipment.Workpiece	워크피스	Workpiece
Equipment.Fixed	고정	FIXED
Equipment.NoRuntimeData	런타임 데이터 없음	NO RUNTIME DATA
Equipment.Unavailable	사용 불가	UNAVAILABLE
Equipment.Normal	정상	NORMAL
Equipment.Fault	고장	FAULT
Equipment.On	ON · 1	ON · 1
Equipment.Off	OFF · 0	OFF · 0
Equipment.Present	감지됨	Present
Equipment.Clear	해제	Clear
Equipment.None	없음	None
Equipment.Position	위치	Position
Equipment.Velocity	속도	Velocity
Equipment.Detection	감지	Detection
Equipment.PendingDelay	대기 지연	Pending delay
Equipment.Travel	이동	Travel
Equipment.Binding	바인딩	Binding
Equipment.Speed	속도	Speed
Equipment.Direction	방향	Direction
Equipment.Type	유형	Type
Equipment.Size	크기	Size
Equipment.Ticks	틱	ticks
Equipment.PositionFormat	X {0:F1} · Y {1:F1} mm	X {0:F1} · Y {1:F1} mm
Equipment.Direction.Forward	정방향	Forward
Equipment.Direction.Reverse	역방향	Reverse
Equipment.Pending	대기	PENDING
Equipment.Passed	통과	PASS
Equipment.Failed	실패	FAIL
Equipment.Skipped	건너뜀	SKIP
Equipment.State.Idle	대기	IDLE
Equipment.State.Moving	이동 중	MOVING
Equipment.State.Stopped	정지	STOPPED
Equipment.State.Error	오류	ERROR
Equipment.State.Limited	제한	LIMITED
Equipment.State.Ready	준비	READY
Equipment.State.Completed	완료	COMPLETED
Equipment.State.Faulted	고장	FAULTED
Equipment.State.Exposing	노출 중	EXPOSING
Equipment.State.Transferring	전송 중	TRANSFERRING
Equipment.State.FrameReady	프레임 준비	FRAME READY
Equipment.State.Retracted	후퇴	RETRACTED
Equipment.State.Extending	전진 중	EXTENDING
Equipment.State.Extended	전진 완료	EXTENDED
Equipment.State.Retracting	후퇴 중	RETRACTING
Equipment.State.Running	운전 중	RUNNING
Equipment.State.Warning	경고	WARNING
Equipment.State.Alarm	알람	ALARM
Equipment.State.Recovery	복구	RECOVERY
Equipment.State.Fault	고장	FAULT
Equipment.State.Offline	오프라인	Offline
Equipment.Healthy	정상	Healthy
Equipment.HealthWarning	주의	Warning
Equipment.Critical	위험	Critical
Equipment.FaultStuckInput	입력 고정	STUCK INPUT
Equipment.FaultTravelBlocked	이동 차단	TRAVEL BLOCKED
Equipment.FaultAxisMotionBlocked	축 이동 차단	AXIS MOTION BLOCKED
Equipment.FaultAxisFollowingError	축 추종 오차	AXIS FOLLOWING ERROR
Properties.Message	메시지	Message
Properties.EmptyMessage	항목을 선택하면 속성을 확인할 수 있습니다.	Select an item to view properties.
Properties.Type	형식	Type
Properties.Metadata	메타데이터	Metadata
Properties.General	일반	General
Properties.Transform	변환	Transform
Properties.Bounds	경계	Bounds
Properties.Simulation	시뮬레이션	Simulation
Properties.Properties	속성	Properties
Properties.Camera	카메라	Camera
Properties.Sensor	센서	Sensor
Properties.Cylinder	실린더	Cylinder
Properties.Conveyor	컨베이어	Conveyor
Properties.Workpiece	워크피스	Workpiece
Properties.Id	ID	Id
Properties.Name	이름	Name
Properties.X	X	X
Properties.Y	Y	Y
Properties.Rotation	회전	Rotation
Properties.Width	너비	Width
Properties.Height	높이	Height
Properties.Behavior	동작 바인딩	Behavior
Properties.ExposureDelay	노출 지연	Exposure delay
Properties.TransferDelay	전송 지연	Transfer delay
Properties.PlaceholderResult	임시 결과	Placeholder result
Properties.OutputChannel	출력 채널	Output channel
Properties.TargetComponent	대상 컴포넌트	Target component
Properties.OnDelay	ON 지연	On delay
Properties.OffDelay	OFF 지연	Off delay
Properties.ExtendCommand	전진 명령	Extend command
Properties.ExtendedSensor	전진 센서	Extended sensor
Properties.RetractedSensor	후퇴 센서	Retracted sensor
Properties.ExtendDuration	전진 시간	Extend duration
Properties.RetractDuration	후퇴 시간	Retract duration
Properties.Stroke	스트로크	Stroke
Properties.ExtendedSensorDelay	전진 센서 지연	Extended sensor delay
Properties.RetractedSensorDelay	후퇴 센서 지연	Retracted sensor delay
Properties.RunCommand	운전 명령	Run command
Properties.ReverseCommand	역방향 명령	Reverse command
Properties.Speed	속도	Speed
Properties.InspectionState	검사 상태	Inspection state
Properties.ValueTrue	참	True
Properties.ValueFalse	거짓	False
Properties.ValueNull	널	(null)
Properties.ValueNone	없음	None
Properties.ValueNormal	정상	Normal
Properties.ValueFault	고장	Fault
Properties.ValueReady	준비	Ready
Properties.ValueRunning	실행 중	Running
Properties.ValueStopped	정지	Stopped
Properties.ValueIdle	대기	Idle
Properties.ValueMoving	이동 중	Moving
Properties.ValueExtended	전진 완료	Extended
Properties.ValueRetracted	후퇴	Retracted
Properties.ValueExtending	전진 중	Extending
Properties.ValueRetracting	후퇴 중	Retracting
Properties.ValuePass	통과	Pass
Properties.ValueFail	실패	Fail
Properties.ValuePending	대기	Pending
Properties.Value.Static	정적	Static
Properties.Value.MachineFrame	머신 프레임	Machine frame
Properties.Value.LinearStage	리니어 스테이지	Linear stage
Properties.Value.RotaryStage	회전 스테이지	Rotary stage
Properties.Value.DigitalSensor	디지털 센서	Digital sensor
Properties.Value.PneumaticCylinder	공압 실린더	Pneumatic cylinder
Properties.Value.Conveyor	컨베이어	Conveyor
Properties.Value.Workpiece	워크피스	Workpiece
Properties.Value.Passed	통과	Passed
Properties.Value.Failed	실패	Failed
Properties.Value.Skipped	건너뜀	Skipped
Properties.Model.Project	머신 프로젝트	Machine project
Properties.Model.Layout	머신 레이아웃	Machine layout
Properties.Model.Axis	가상 축	Virtual axis
Properties.Model.Device	가상 장비	Virtual device
Properties.Model.Channel	I/O 채널	I/O channel
Properties.Model.Sequence	시퀀스	Sequence
Properties.Model.SequenceStep	시퀀스 단계	Sequence step
Properties.Model.Item	프로젝트 항목	Project item
Properties.ValueConfigured	구성됨	Configured
Properties.Position	위치	Position
Properties.MountPosition	설치 위치	Mount position
Properties.Steps	단계	Steps
Properties.Layouts	레이아웃	Layouts
Properties.Axes	축	Axes
Properties.Devices	장비	Devices
Properties.Channels	채널	Channels
Properties.Sequences	시퀀스	Sequences
Runtime.Info	정보	INFO
Runtime.Warning	경고	WARN
Runtime.Alarm	알람	ALARM
Runtime.Recovery	복구	RECOVERY
Runtime.Category.System	시스템	System
Runtime.Category.Runtime	런타임	Runtime
Runtime.Category.Command	명령	Command
Runtime.Category.Simulation	시뮬레이션	Simulation
Runtime.Category.Fault	고장	Fault
Runtime.Category.Layout	레이아웃	Layout
Runtime.Category.Project	프로젝트	Project
Runtime.Category.Sequence	시퀀스	Sequence
Runtime.Category.Error	오류	Error
Runtime.Category.AutomaticRun	자동 실행	AutomaticRun
Runtime.Category.I/O	I/O	I/O
Runtime.Category.Conveyor	컨베이어	Conveyor
Runtime.WorkspaceInitialized	시뮬레이션 작업공간이 초기화되었습니다. 시작을 눌러 가상 장비를 실행하세요.	Simulation workspace initialized. Press Start Simulation to run virtual equipment.
Runtime.MachineRuntimeReady	결정론적 머신 런타임 준비 완료 · 고정 스텝 5 ms	Deterministic machine runtime ready · fixed step 5 ms
Runtime.ConfiguredPrefix	구성됨	Configured
Runtime.AxisCount	축	axis/axes
Runtime.SignalCount	신호	signal(s)
Runtime.CameraCount	카메라	camera(s)
Runtime.SequenceCount	시퀀스	sequence(s)
Runtime.LayoutCount	레이아웃 컴포넌트	layout component(s)
Runtime.And	및	and
Runtime.ConfigurationApplied	런타임 구성을 원자적으로 적용했습니다.	Runtime configuration applied atomically.
Runtime.SimulationOnRequested	시뮬레이션 ON 요청 · {0}	Simulation ON requested · {0}
Runtime.AutomaticSequenceStarted	자동 시퀀스 '{0}' 시작	Automatic sequence '{0}' started.
Runtime.SequenceEntered	{0}이(가) {1}에 진입했습니다.	{0} entered {1}.
Runtime.CycleActiveOn	do.cycle-active = ON	do.cycle-active = ON.
Runtime.SimulationStarted	시뮬레이션 시작	Simulation started.
Runtime.SimulationResumed	시뮬레이션 재개	Simulation resumed.
Runtime.SimulationPaused	시뮬레이션 일시정지	Simulation paused.
Runtime.SimulationStopped	시뮬레이션 정지	Simulation stopped.
Runtime.EmergencyStop	비상 정지 활성화. 모든 장비를 오프라인으로 전환했습니다.	Emergency stop activated. All equipment forced offline.
Runtime.SimulationReset	시뮬레이션을 대기 상태로 초기화했습니다.	Simulation reset to idle state.
Runtime.AlarmsAcknowledged	모든 장비 알람을 확인 처리했습니다.	All equipment alarms were acknowledged.
Runtime.ScenarioPathEmpty	시나리오 JSON 경로가 비어 있습니다. 파일 경로를 입력하세요.	Scenario JSON path is empty. Please enter a file path.
Runtime.ScenarioProfileNotFound	시나리오 프로필을 찾을 수 없습니다: {0}	Scenario profile not found: {0}
Runtime.ScenarioParseFailed	시나리오 프로필을 해석할 수 없습니다: {0}	Could not parse scenario profile from: {0}
Runtime.ScenarioLoaded	시나리오 프로필을 불러왔습니다: {0}	Loaded scenario profile: {0}
Runtime.ScenarioReset	시나리오를 정상, 시드 1001, 200사이클로 초기화했습니다.	Scenario reset to Normal with seed 1001 and 200 cycles.
Runtime.ScenarioApplied	시나리오 적용: {0}	Scenario applied: {0}
Runtime.EquipmentWarning	{0}: 경고 - {1}	{0}: warning - {1}
Runtime.EquipmentAlarm	{0}: 알람 - {1}	{0}: alarm - {1}
Runtime.AlarmMessage.High_temperature	고온	High temperature
Runtime.AlarmMessage.Pressure_spike	압력 급등	Pressure spike
Runtime.AlarmMessage.Communication_loss	통신 끊김	Communication loss
Runtime.AlarmMessage.Servo_jitter	서보 진동	Servo jitter
Runtime.StartupComplete	{0}: 시작 완료	{0}: startup complete
Runtime.WarningHighTemperature	{0}: 경고 - 고온 상태 지속	{0}: warning - high temperature holdover
Runtime.WarningCleared	{0}: 경고 해제, 정상 복구	{0}: warning cleared, recovered to normal
Runtime.WarningEscalated	{0}: 경고가 알람으로 상승	{0}: warning escalated to alarm
Runtime.AutoRecoveryStarted	{0}: 자동 복구 시퀀스 시작	{0}: auto recovery sequence started
Runtime.RecoveredWaiting	{0}: 복구 완료, 재시작 대기	{0}: recovered, waiting for restart
Fault.SelectTargetHint	런타임 대상을 선택해 고장을 주입하세요.	Select a runtime target to inject a fault.
Fault.NoMatchingTarget	현재 스냅샷에 이 고장 유형과 일치하는 런타임 대상이 없습니다.	No matching runtime target for this fault type in the current snapshot.
Fault.NoActiveFaults	활성 고장 없음	No active faults
Fault.OneActiveFault	활성 고장 1개	1 active fault
Fault.ActiveFaults	활성 고장 {0}개	{0} active faults
Fault.StuckDigitalInput	고정 디지털 입력	Stuck DI
Fault.CylinderTravelBlocked	실린더 이동 차단	Blocked cylinder
Fault.AxisMotionBlocked	축 이동 차단	Blocked axis
Fault.AxisFollowingError	축 추종 오차	Axis following error
Fault.Rejected	거부됨	Rejected
Fault.Kind.StuckDigitalInput	고정 디지털 입력	Stuck digital input
Fault.Kind.CylinderTravelBlocked	실린더 이동 차단	Blocked cylinder travel
Fault.Kind.AxisMotionBlocked	축 이동 차단	Blocked axis motion
Fault.Kind.AxisFollowingError	축 추종 오차	Axis following error
Fault.ForceOn	ON 강제	Force ON
Fault.ForceOff	OFF 강제	Force OFF
Fault.ActiveHint	활성 고장을 선택해 해제하거나 전체 해제하세요.	Select an active fault to clear it, or clear all.
Fault.Injected	{0} 고장을 {1}에 주입했습니다.	Injected {0} on {1}.
Fault.Cleared	{0} 고장을 {1}에서 해제했습니다.	Cleared {0} on {1}.
Fault.ClearPartial	활성 고장 {0}/{1}개를 해제했습니다. {2}	Cleared {0}/{1} active fault(s). {2}
Fault.RuntimeCleared	런타임에서 모든 활성 고장이 해제되었습니다.	The runtime cleared all active faults.
Fault.ActionInject	주입	Inject
Fault.ActionClear	해제	Clear
Fault.CommandAccepted	{0} 명령 승인 · {1}	{0} accepted · {1}
Fault.CommandRejected	{0} 명령 거부 · {1}: {2}	{0} rejected · {1}: {2}
Fault.StatusRejected	고장 {0} 명령이 거부되었습니다.	Fault {0} was rejected.
Fault.InjectAcceptedStatus	시뮬레이션 고장을 주입했습니다.	Simulation fault injected.
Fault.ClearAcceptedStatus	시뮬레이션 고장을 해제했습니다.	Simulation fault cleared.
Axis.Commissioning	축 커미셔닝	Axis commissioning
Axis.AuthoredDriveTuning	작성된 축 설정	Authored axis setup
Axis.TravelSetup	이동 범위	Travel setup
Axis.DriveTuning	드라이브 튜닝	Drive tuning
Axis.MultiAxisRecipe	다축 커미셔닝 레시피	Multi-axis commissioning recipe
Axis.RecipeDesignHint	프로젝트 축의 실행 순서와 절대 목표 위치를 저장합니다. 선택만으로 실행되지는 않습니다.	Store the project-axis execution order and absolute targets. Selection never starts execution.
Axis.CreateRecipe	레시피 만들기	Create recipe
Axis.DeleteRecipe	레시피 삭제	Delete recipe
Axis.RecipeName	레시피 이름	Recipe name
Axis.RecipeTargets	순서 지정 목표	Ordered targets
Axis.AddRecipeTarget	목표 추가	Add target
Axis.MoveTargetUp	목표 위로 이동	Move target up
Axis.MoveTargetDown	목표 아래로 이동	Move target down
Axis.RemoveTarget	목표 제거	Remove target
Axis.RecipeRunHint	저장된 순서로 기존 원자적 다축 명령을 실행합니다. Pause와 Step은 모든 축에 같은 고정 Tick을 적용합니다.	Run the existing atomic multi-axis command in the saved order. Pause and Step apply the same fixed Tick to every axis.
Axis.RunRecipe	레시피 실행	Run recipe
Axis.StopRecipe	레시피 정지	Stop recipe
Axis.RecipeNotConfigured	구성되지 않음	Not configured
Axis.RecipeNotConfiguredHint	두 개 이상의 축이 있는 프로젝트에서 레시피를 만들 수 있습니다.	Create a recipe in a project with at least two axes.
Axis.RecipeNameRequired	레시피 이름을 입력하세요.	Enter a recipe name.
Axis.RecipeTwoAxesRequired	다축 레시피에는 서로 다른 축이 두 개 이상 필요합니다.	A multi-axis recipe requires at least two distinct axes.
Axis.RecipeDuplicateAxis	같은 축을 두 번 사용할 수 없습니다.	The same axis cannot be used twice.
Axis.RecipeTargetInvalid	축과 소프트 한계 안의 유효한 목표 위치를 확인하세요.	Check each axis and use a finite target within its soft limits.
Axis.RecipeValid	저장 가능한 다축 레시피입니다.	The multi-axis recipe is valid and ready to save.
Axis.RecipeInvalid	레시피가 유효하지 않음	Recipe invalid
Axis.RecipeMoving	다축 이동 중	Multi-axis move running
Axis.RecipeAtTarget	모든 축이 목표에 도달함	All axes at target
Axis.RecipeReady	실행 준비	Ready to run
Axis.ActionRunRecipe	다축 레시피 실행	Run multi-axis recipe
Axis.ActionStopRecipe	다축 레시피 정지	Stop multi-axis recipe
Axis.RecipeValidationRepetitions	검증 반복 횟수	Validation repetitions
Axis.RecipeRepetitionsInvalid	검증 반복 횟수는 2~100 사이여야 합니다.	Validation repetitions must be between 2 and 100.
Axis.RecipeRepeatValidation	반복 실행 검증	Repeat execution validation
Axis.RecipeRepeatValidationHint	매 실행을 Reset 상태에서 시작하고 스냅샷과 이벤트 증거를 비교합니다.	Start every run from Reset and compare snapshot and event evidence.
Axis.RunRecipeValidation	반복 검증	Validate repeats
Axis.RecipeValidationReady	반복 검증 대기	Repeat validation ready
Axis.RecipeValidationRunning	반복 검증 실행 중: {0} / {1}	Repeat validation running: {0} / {1}
Axis.RecipeValidationPassed	반복 검증 통과: {0}회 동일	Repeat validation passed: {0} identical runs
Axis.RecipeValidationMismatch	반복 검증 불일치	Repeat validation mismatch
Axis.RecipeValidationNoResult	아직 실행 결과가 없습니다.	No validation result yet.
Axis.RecipeValidationEvidence	증거 SHA-256 {0}	Evidence SHA-256 {0}
Axis.RecipeValidationMismatchDetail	실행 {0} · {1} · Tick {2}	Run {0} · {1} · Tick {2}
Axis.RecipeEvidenceMemoryOnly	프로젝트를 저장하면 결과 기록도 함께 연결됩니다.	Save the project to link this result record.
Axis.RecipeEvidenceSaved	프로젝트 옆에 결과 기록을 저장했습니다.	Result record saved beside the project.
Axis.RecipeEvidenceRestored	저장된 결과 기록을 복원했습니다. 자동 실행하지 않았습니다.	Saved result record restored without execution.
Axis.RecipeEvidenceStale	프로젝트 또는 레시피가 변경되어 이전 결과를 사용하지 않습니다.	Previous evidence is stale because the project or recipe changed.
Axis.RecipeEvidenceSaveFailed	결과 기록을 저장하지 못했습니다.	Result record could not be saved.
Axis.RecipeEvidenceNone	저장된 결과 기록 없음	No saved result record
Axis.RecipeValidationStarted	다축 레시피 반복 검증을 시작했습니다.	Multi-axis recipe repeat validation started.
Axis.RecipeValidationPassedStatus	모든 레시피 실행 결과가 동일합니다.	All recipe runs produced identical evidence.
Axis.RecipeValidationMismatchStatus	레시피 반복 실행에서 불일치가 발견되었습니다.	Recipe repeat execution found a mismatch.
Axis.RecipeValidationRejected	다축 레시피 반복 검증을 시작할 수 없습니다.	Multi-axis recipe repeat validation could not start.
Axis.RecipeHistory	검증 결과 이력	Validation result history
Axis.RecipeHistoryEmpty	저장된 검증 결과 이력이 없습니다.	No saved validation result history.
Axis.RecipeHistorySummary	최근 결과 {0}/{1}개	Recent results {0}/{1}
Axis.RecipeAcceptBaseline	선택 결과 승인	Accept selected
Axis.RecipeClearBaseline	기준선 해제	Clear baseline
Axis.RecipeGoToMismatch	불일치 축으로 이동	Go to mismatch axis
Axis.RecipeBaselineNone	승인된 기준선이 없습니다.	No accepted baseline.
Axis.RecipeBaselineAccepted	승인 기준선 SHA-256 {0}	Accepted baseline SHA-256 {0}
Axis.RecipeBaselineMatch	기준선과 동일 · SHA-256 {0}	Matches baseline · SHA-256 {0}
Axis.RecipeBaselineMismatch	승인 기준선과 일치하지 않습니다.	Does not match the accepted baseline.
Axis.RecipeBaselineMismatchDetail	{0} · {1} · Tick {2}에서 첫 불일치	First mismatch at {0} · {1} · Tick {2}
Axis.RecipeBaselineAcceptedStatus	선택한 검증 결과를 커미셔닝 기준선으로 승인했습니다.	Selected validation result accepted as the commissioning baseline.
Axis.RecipeBaselineClearedStatus	커미셔닝 기준선을 해제했습니다.	Commissioning baseline cleared.
Axis.RecipeMismatchNavigationStatus	{0} 축의 첫 불일치 Tick {1}을 선택했습니다.	Selected axis {0} at first mismatch Tick {1}.
Axis.HomePosition	원점 위치	Home position
Axis.SoftLimits	소프트 한계	Soft limits
Axis.SoftLimitMin	최소 소프트 한계	Minimum soft limit
Axis.SoftLimitMax	최대 소프트 한계	Maximum soft limit
Axis.MaxVelocity	최대 속도	Maximum velocity
Axis.MaxAcceleration	최대 가속도	Maximum acceleration
Axis.MaxDeceleration	최대 감속도	Maximum deceleration
Axis.FollowingErrorLimit	추종 오차 한계	Following error limit
Axis.ResetDriveDefaults	드라이브 기본값 복원	Restore drive defaults
Axis.ResetDriveDefaultsTooltip	속도, 가속도, 감속도와 추종 오차 한계를 기본값으로 복원합니다.	Restore velocity, acceleration, deceleration, and following-error limit defaults.
Axis.TuningValid	작성된 축 설정이 유효합니다.	Authored axis setup is valid.
Axis.TuningTravelInvalid	소프트 한계와 원점 위치의 범위를 확인하세요.	Check the soft-limit and home-position range.
Axis.TuningDriveInvalid	속도, 가속도, 감속도와 추종 오차 한계는 0보다 큰 유한값이어야 합니다.	Velocity, acceleration, deceleration, and following-error limit must be finite and greater than zero.
Axis.DriveTuningFormat	V {0:F3} {3}/s · A/D {1:F3}/{2:F3} {3}/s²	V {0:F3} {3}/s · A/D {1:F3}/{2:F3} {3}/s²
Axis.TargetPosition	목표 위치	Target position
Axis.Move	이동	Move
Axis.MoveTooltip	입력한 절대 위치로 선택 축을 이동합니다.	Move the selected axis to the entered absolute position.
Axis.TargetInvalid	숫자로 목표 위치를 입력하세요.	Enter a numeric target position.
Axis.TargetOutOfRange	목표 위치는 {0:F3} … {1:F3} {2} 범위여야 합니다.	Target position must be within {0:F3} … {1:F3} {2}.
Axis.RelativeDistance	상대 거리	Relative distance
Axis.MoveRelative	상대 이동	Move relative
Axis.MoveRelativeTooltip	현재 위치에서 입력한 부호 거리만큼 선택 축을 이동합니다.	Move the selected axis by the signed distance from its current position.
Axis.RelativeInvalid	0이 아닌 숫자로 상대 거리를 입력하세요.	Enter a non-zero numeric relative distance.
Axis.CommandVelocity	명령 속도	Command velocity
Axis.MoveVelocity	속도 운전	Run velocity
Axis.MoveVelocityTooltip	부호로 방향을 정하고 입력한 속도로 선택 축을 소프트 리밋까지 운전합니다.	Run the selected axis toward a soft limit at the signed velocity.
Axis.VelocityInvalid	0이 아닌 숫자로 명령 속도를 입력하세요.	Enter a non-zero numeric command velocity.
Axis.VelocityOutOfRange	명령 속도 크기는 {0:F3} {1} 이하여야 합니다.	Command velocity magnitude must be no greater than {0:F3} {1}.
Axis.StartManualControl	수동 운전 시작	Start manual control
Axis.StartManualControlTooltip	자동 또는 시퀀스 운전과 분리된 수동 축 제어를 시작합니다.	Start manual axis control separately from automatic or sequence operation.
Axis.JogNegative	조그 −	Jog −
Axis.JogPositive	조그 +	Jog +
Axis.Home	원점	Home
Axis.Stop	정지	Stop
Axis.HoldJogNegativeTooltip	누르고 있는 동안 음의 소프트 한계 방향으로 이동합니다.	Move toward the negative soft limit while held.
Axis.HoldJogPositiveTooltip	누르고 있는 동안 양의 소프트 한계 방향으로 이동합니다.	Move toward the positive soft limit while held.
Axis.HomeTooltip	작성된 원점 위치로 이동합니다.	Move to the authored home position.
Axis.StopTooltip	현재 축 이동을 정지합니다.	Stop the current axis motion.
Axis.NoAxisHint	커미셔닝할 축이 없습니다.	No axis is available for commissioning.
Axis.StartManualHint	수동 운전을 시작한 뒤 원점 또는 조그 명령을 사용하세요.	Start manual control, then use Home or Jog.
Axis.MoveStartManualHint	수동 운전을 시작한 뒤 목표 위치 이동, 원점 또는 조그 명령을 사용하세요.	Start manual control, then use Move, Home, or Jog.
Axis.RelativeMoveStartManualHint	수동 운전을 시작한 뒤 절대·상대 이동, 원점 또는 조그 명령을 사용하세요.	Start manual control, then use absolute or relative Move, Home, or Jog.
Axis.ManualMoveHint	절대·상대 이동을 실행하거나 조그 버튼을 누르는 동안 이동하세요.	Use absolute or relative Move, or hold a Jog button to move.
Axis.VelocityMoveStartManualHint	수동 운전을 시작한 뒤 절대·상대·속도 운전, 원점 또는 조그 명령을 사용하세요.	Start manual control, then use absolute, relative, or velocity motion, Home, or Jog.
Axis.ManualVelocityMoveHint	절대·상대·속도 운전을 실행하거나 조그 버튼을 누르는 동안 이동하세요.	Use absolute, relative, or velocity motion, or hold a Jog button to move.
Axis.HoldJogHint	조그 버튼은 누르는 동안만 이동하며 놓으면 정지합니다.	A Jog button moves only while held and stops when released.
Axis.ResetForManualHint	자동 또는 시퀀스 운전 중입니다. 초기화 후 수동 운전을 시작하세요.	Automatic or sequence operation is active. Reset before starting manual control.
Axis.ActionStartManual	수동 운전 시작	Start manual control
Axis.ActionMove	목표 위치 이동	Move to target
Axis.ActionMoveRelative	상대 거리 이동	Move by distance
Axis.ActionMoveVelocity	속도 운전	Run by velocity
Axis.ActionHome	원점 이동	Home
Axis.ActionJogNegative	음의 방향 조그	Jog negative
Axis.ActionJogPositive	양의 방향 조그	Jog positive
Axis.ActionStop	축 정지	Stop axis
Axis.CommandAccepted	{0} 명령 승인 · {1}	{0} accepted · {1}
Axis.CommandRejected	{0} 명령 거부 · {1}: {2}	{0} rejected · {1}: {2}
Axis.StatusAccepted	{0} 명령이 승인되었습니다.	{0} was accepted.
Axis.StatusRejected	{0} 명령이 거부되었습니다.	{0} was rejected.
Axis.MotionInterlock	모션 인터록	Motion interlock
Axis.FollowingError	추종 오차 / 한계	Following error / limit
Axis.DriveAlarm	드라이브 알람	Drive alarm
Axis.DriveAlarmReady	정상	Ready
Axis.DriveAlarmActive	활성	Active
Axis.InterlockReady	정상	Ready
Axis.InterlockBlocked	이동 차단	Motion blocked
Axis.ClearInterlockHint	축 이동 차단 고장을 해제하거나 초기화한 뒤 수동 운전을 시작하세요.	Clear the blocked-axis fault or Reset before starting manual control.
Axis.ClearDriveAlarmHint	Fault Manager에서 축 추종 오차를 해제하거나 초기화한 뒤 수동 운전을 시작하세요.	Clear the axis following-error fault in Fault Manager or Reset before starting manual control.
Cylinder.Commissioning	실린더 커미셔닝	Cylinder commissioning
Cylinder.TravelInterlock	이동 인터록	Travel interlock
Cylinder.InterlockReady	정상	Ready
Cylinder.InterlockBlocked	이동 차단	Travel blocked
Cylinder.StartManualControl	수동 운전 시작	Start manual control
Cylinder.StartManualControlTooltip	자동 또는 시퀀스 운전과 분리된 수동 실린더 제어를 시작합니다.	Start manual cylinder control separately from automatic or sequence operation.
Cylinder.Retract	후퇴	Retract
Cylinder.Extend	전진	Extend
Cylinder.RetractTooltip	선택한 실린더의 작성된 출력으로 후퇴를 명령합니다.	Command the selected cylinder to retract through its authored output.
Cylinder.ExtendTooltip	선택한 실린더의 작성된 출력으로 전진을 명령합니다.	Command the selected cylinder to extend through its authored output.
Cylinder.NoCylinderHint	커미셔닝할 실린더를 선택하세요.	Select a cylinder to commission.
Cylinder.StartManualHint	수동 운전을 시작한 뒤 전진 또는 후퇴 명령을 사용하세요.	Start manual control, then use Extend or Retract.
Cylinder.ManualRunningHint	전진·후퇴 동작은 엔진의 고정 Tick과 피드백으로 진행됩니다.	Extend and Retract advance through fixed engine ticks and feedback.
Cylinder.ManualPausedHint	전진 또는 후퇴를 선택한 뒤 단계 실행으로 정확히 한 Tick씩 진행하세요.	Choose Extend or Retract, then use Step to advance exactly one tick.
Cylinder.ResetForManualHint	자동 또는 시퀀스 운전 중입니다. 초기화 후 수동 운전을 시작하세요.	Automatic or sequence operation is active. Reset before starting manual control.
Cylinder.ClearInterlockHint	이동 차단 고장을 해제한 뒤 전진 또는 후퇴를 다시 명령하세요.	Clear the travel fault, then explicitly command Extend or Retract again.
Cylinder.ActionStartManual	수동 운전 시작	Start manual control
Cylinder.ActionRetract	실린더 후퇴	Retract cylinder
Cylinder.ActionExtend	실린더 전진	Extend cylinder
Cylinder.CommandAccepted	{0} 명령 승인 · {1}	{0} accepted · {1}
Cylinder.CommandRejected	{0} 명령 거부 · {1}: {2}	{0} rejected · {1}: {2}
Cylinder.StatusAccepted	{0} 명령이 승인되었습니다.	{0} was accepted.
Cylinder.StatusRejected	{0} 명령이 거부되었습니다.	{0} was rejected.
Conveyor.Commissioning	컨베이어 커미셔닝	Conveyor commissioning
Conveyor.StartManualControl	수동 운전 시작	Start manual control
Conveyor.StartManualControlTooltip	자동 또는 시퀀스 운전과 분리된 수동 컨베이어 제어를 시작합니다.	Start manual conveyor control separately from automatic or sequence operation.
Conveyor.Forward	정방향	Forward
Conveyor.Stop	정지	Stop
Conveyor.Reverse	역방향	Reverse
